	SBS3	SBS4	SBS5	SBS8	SBS9	SBS12	SBS25	SBS26	SBS29	SBS35	SBS37	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS44	SBS46	SBS89	SBS92	SBS93	SBS94	SBS95	SBS96	SBS98	SBS99
Sample1	0.0	0.0	0.22109511602888912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5081689498158161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2707359341552949	0.0	0.0	0.0	0.0	0.0	0.0
Sample2	0.0	0.0	0.0	0.0	0.0	0.21766788832495543	0.0	0.0	0.0	0.34773340341753134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10027894329666998	0.03305126258604883	0.0	0.3012685023747945	0.0	0.0	0.0	0.0
Sample3	0.0	0.2488367549322655	0.0	0.0	0.0	0.0	0.0	0.0	0.12271981095490447	0.1222168365289019	0.0	0.0	0.0	0.0	0.0	0.0	0.14291975608238028	0.0	0.0	0.36330684150154785	0.0	0.0	0.0	0.0	0.0	0.0
Sample4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10038368628814057	0.0	0.11817056872029746	0.0	0.0	0.0	0.0	0.08940975305929803	0.0	0.0	0.544750188410753	0.14728580352151097	0.0	0.0	0.0	0.0	0.0
Sample5	0.0	0.005409914355626236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15691926275497103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5606929846836333	0.0	0.1884333445004558	0.0885444937053136	0.0
Sample6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22782544285748	0.0	0.0	0.2193056894461267	0.09988709786256368	0.28201977022846314	0.0	0.0	0.0	0.0	0.0	0.0	0.17096199960536645	0.0	0.0	0.0	0.0
Sample7	0.0	0.0	0.0	0.0	0.0	0.07932276056371158	0.0	0.31399386753249475	0.0	0.0	0.0	0.0	0.42952140258071375	0.0	0.17716196932307998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample8	0.0	0.0	0.0	0.0	0.0	0.0	0.15843654006432645	0.18474042456868942	0.0	0.19828484358717802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18260132655831907	0.0	0.0	0.0	0.0	0.0	0.13565700789367355	0.0	0.14027985732781356
Sample9	0.2779700414392799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030137703762762164	0.0	0.0	0.0	0.0	0.21573969383292177	0.0	0.0	0.0	0.0	0.476152560965036	0.0	0.0	0.0	0.0	0.0	0.0
Sample10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23748469497429292	0.0	0.0	0.0	0.0	0.1689720761717976	0.0	0.5935432288539094	0.0	0.0	0.0	0.0	0.0	0.0
Sample11	0.0	0.0	0.0	0.0	0.0	0.0	0.11978095121344629	0.0	0.0	0.1773724737831172	0.0	0.0	0.28918161819812027	0.0	0.20232637707150664	0.07231883375375199	0.0	0.0	0.0467003720742846	0.0	0.0	0.0	0.0	0.0	0.0	0.09231937390577302
Sample12	0.0	0.20121585006079207	0.0	0.0	0.0	0.0	0.0	0.26631986063630586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1588191938453233	0.0	0.0	0.3171379745275029	0.0	0.0	0.0	0.05650712093007592
Sample13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06283222590403345	0.0	0.0	0.0	0.0	0.0	0.06254145455473903	0.0	0.2884521940564715	0.2369419399362363	0.10477388525265055	0.0	0.0	0.0	0.13358601676838347	0.11087228352748561
Sample14	0.22350682112738723	0.0	0.0	0.04509497508570546	0.10812899823416146	0.0	0.0	0.0	0.0	0.11956693454080101	0.0	0.0	0.05867445199102626	0.0	0.0	0.0	0.0	0.0	0.0	0.20242345816469243	0.0	0.12033407737893757	0.0	0.12227028347728866	0.0	0.0
Sample15	0.0	0.0	0.020203638208028847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11802899221748026	0.0	0.0	0.0	0.18348570497423633	0.0	0.0	0.522469411645565	0.0	0.0	0.0	0.1558122529546895	0.0	0.0
Sample16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21449680648209374	0.0	0.2269111064782158	0.0	0.0	0.10139304262503959	0.0	0.0	0.0	0.0	0.45719904441465087	0.0	0.0	0.0	0.0	0.0	0.0
Sample17	0.0	0.0	0.18655738825316645	0.0	0.0	0.0	0.0	0.26202927048556995	0.0	0.15394644619824424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14156143767608245	0.0	0.25590545738693676	0.0	0.0	0.0	0.0
Sample18	0.0	0.0	0.0	0.0	0.0	0.0	0.3158775569306112	0.0	0.0	0.0	0.0	0.0	0.2509372957447807	0.0	0.0	0.0	0.0	0.12167217954602216	0.0	0.1176416696836677	0.0	0.10125724110624046	0.0	0.0	0.09261405698867782	0.0
Sample19	0.0	0.0	0.0	0.0	0.020842752579600558	0.007674747165303984	0.0	0.3296790623443857	0.0	0.0	0.0	0.0	0.0	0.3731146036573636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12943562626688326	0.13925320798646293	0.0
Sample20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2673553848529546	0.0	0.3203095049407006	0.0	0.0	0.0	0.0	0.29992556886318933	0.0	0.0	0.11240954134315544	0.0	0.0	0.0
Sample21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3870995069672595	0.0	0.0	0.0	0.2734137044976778	0.0	0.0	0.0	0.0	0.1140342709742375	0.10486861827402795	0.0	0.12058389928679736	0.0
Sample22	0.0	0.0	0.0	0.10257291241292671	0.0	0.06555431430387283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1781057555725883	0.0	0.0	0.0	0.29511167167598484	0.0	0.0	0.0	0.13430005157030986	0.22435529446431748	0.0
Sample23	0.09916558386842936	0.0	0.029682454683052247	0.0	0.0	0.0	0.0	0.0	0.14478392750298577	0.0	0.0	0.16598760262356782	0.0	0.0	0.41558883633499866	0.0	0.0	0.0	0.0	0.0	0.0	0.14479159498696598	0.0	0.0	0.0	0.0
Sample24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08742009968888727	0.0	0.0	0.34088298642280385	0.0	0.0	0.0	0.0	0.0	0.0	0.07480532825122928	0.0	0.27436486098720897	0.0	0.0	0.0	0.22252672464987042
Sample25	0.0	0.0	0.0	0.21743604335933586	0.14688837560608406	0.0	0.031312432812011466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29272295349851885	0.0	0.2159819780795945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09565821664445522	0.0
Sample26	0.0	0.0	0.2843570810400645	0.0	0.0	0.0	0.0	0.09670519659593596	0.049962750733638074	0.15053510692531202	0.0	0.0	0.0	0.0	0.0	0.0	0.41843986470504946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample27	0.2876127455909788	0.0	0.0	0.0	0.0	0.08077301530218167	0.0	0.0	0.0	0.0	0.0	0.0	0.048442873174449744	0.0	0.0	0.0	0.0	0.0	0.1709444179678498	0.14157574285196714	0.10161368866682348	0.0	0.0	0.16903751644574946	0.0	0.0
Sample28	0.0	0.0	0.0	0.11355175188055977	0.0	0.13954567712681387	0.0	0.0	0.0	0.1890638613673638	0.0	0.0	0.0	0.2151841346399648	0.0	0.0	0.1619473469660359	0.09279360704317284	0.08791362097608901	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample29	0.0	0.02745427011656664	0.0	0.071923952867077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06899694236506422	0.0	0.0	0.0	0.13188247788418092	0.0	0.29630479271635213	0.0	0.30691760553947317	0.0	0.09651995851128584	0.0	0.0
Sample30	0.0	0.0	0.0	0.2009088632579802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10896220022325169	0.0	0.03368817946253579	0.43113354493457273	0.0	0.1280085737507695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09729863837089008	0.0
