1.631793896628850723e-05 9.999836820610338295e-01
1.601567365263403334e-05 9.999839843263472750e-01
1.648902367176293868e-05 9.999835109763282048e-01
1.563030354262911977e-05 9.999843696964574313e-01
1.817976213236728984e-05 9.999818202378676357e-01
2.253941491577141163e-03 9.977460585084227951e-01
1.874492252478508080e-05 9.999812550774752617e-01
0.000000000000000000e+00 1.000000000000000000e+00
2.542363587082253239e-05 9.999745763641291196e-01
7.233741829058713737e-04 9.992766258170940885e-01
0.000000000000000000e+00 1.000000000000000000e+00
1.235166768403147576e-02 9.876483323159686023e-01
2.143876451727812874e-05 9.999785612354826769e-01
2.185902601237741774e-05 9.999781409739876281e-01
1.670233363674360238e-05 9.999832976663632911e-01
7.064969300674970101e-04 9.992935030699324761e-01
1.979040002527133245e-05 9.999802095999748008e-01
1.709743666705944404e-05 9.999829025633329982e-01
4.867228283787282763e-04 9.995132771716211950e-01
2.494735860202785020e-05 9.999750526413979657e-01
2.553614839782024752e-05 9.999744638516021578e-01
