1.111112316505051545e-01 1.111109620775839329e-01 1.111110404557237447e-01 1.111111711207297958e-01 1.111112317738240235e-01 1.111112694562814557e-01 1.111109741432185494e-01 1.111109351078926055e-01 1.111111842142406686e-01
1.111112276858577663e-01 1.111109532615567330e-01 1.111110619529940419e-01 1.111111491576069060e-01 1.111112403467130333e-01 1.111112837228936806e-01 1.111109721501706699e-01 1.111109124434452450e-01 1.111111992787619102e-01
1.111112420103446824e-01 1.111109594085857716e-01 1.111110635542598285e-01 1.111111761376933627e-01 1.111112299867305087e-01 1.111112698949619088e-01 1.111109802986919443e-01 1.111109249786249448e-01 1.111111537301069929e-01
1.111112524324698175e-01 1.111109479514506976e-01 1.111110706288080813e-01 1.111111459843489302e-01 1.111112307239496416e-01 1.111112797959411674e-01 1.111109850419882139e-01 1.111109288065308121e-01 1.111111586345125413e-01
1.111112618644187200e-01 1.111109297853898753e-01 1.111110511212750618e-01 1.111111731253081047e-01 1.111112209488500230e-01 1.111112745381003658e-01 1.111109440211081323e-01 1.111109518274205343e-01 1.111111927681292799e-01
1.111112516019775176e-01 1.111109395301987102e-01 1.111110756953540141e-01 1.111111561418669375e-01 1.111112419737311785e-01 1.111112469693730648e-01 1.111109684702939054e-01 1.111109452691511484e-01 1.111111743480535374e-01
1.111112443727879234e-01 1.111109585780971493e-01 1.111110805708714760e-01 1.111111355831684022e-01 1.111112267631717970e-01 1.111112822294169078e-01 1.111109597724877079e-01 1.111109447880562484e-01 1.111111673419424017e-01
1.111112522195635971e-01 1.111109641180651475e-01 1.111110743504934301e-01 1.111111435176810880e-01 1.111112053670385708e-01 1.111112865199147676e-01 1.111109542927311705e-01 1.111109513132385457e-01 1.111111683012736412e-01
1.111112417344093245e-01 1.111109441483707633e-01 1.111110824497231475e-01 1.111111432318842018e-01 1.111112372404929466e-01 1.111112729600917809e-01 1.111109668885782858e-01 1.111109519035283211e-01 1.111111594429212007e-01
1.111112856437103252e-01 1.111109454583647654e-01 1.111110556063743260e-01 1.111111521086373954e-01 1.111112256698180284e-01 1.111112800800033440e-01 1.111109845552761960e-01 1.111109394757559821e-01 1.111111314020596236e-01
1.111112608093481474e-01 1.111109671274323196e-01 1.111110710410731645e-01 1.111111521839523303e-01 1.111112258507247208e-01 1.111112708887903311e-01 1.111109728518548112e-01 1.111109255685086283e-01 1.111111536783155329e-01
1.111112744902372218e-01 1.111109523497518237e-01 1.111110799805456600e-01 1.111111446655383694e-01 1.111112163940818631e-01 1.111112519086820960e-01 1.111109573561225583e-01 1.111109615339352930e-01 1.111111613211051841e-01
1.111112194522051594e-01 1.111109617588810633e-01 1.111110757462714094e-01 1.111111544132306478e-01 1.111112412985609255e-01 1.111112578907404724e-01 1.111109698194293061e-01 1.111109360843038629e-01 1.111111835363771810e-01
1.111112623951314160e-01 1.111109499045906807e-01 1.111110855829809396e-01 1.111111314832308322e-01 1.111112246676073112e-01 1.111112895613824425e-01 1.111109635245198790e-01 1.111109320578541754e-01 1.111111608227022540e-01
1.111112507261057258e-01 1.111109563075375756e-01 1.111110582458878920e-01 1.111111466062701530e-01 1.111112384543492954e-01 1.111112742090409472e-01 1.111109696484438997e-01 1.111109200738417124e-01 1.111111857285228821e-01
1.111112587562375353e-01 1.111109421927257007e-01 1.111110569171094298e-01 1.111111575325669509e-01 1.111112258752711551e-01 1.111112772670553167e-01 1.111109715474912912e-01 1.111109569220990745e-01 1.111111529894434624e-01
1.111112573072868676e-01 1.111109531409641554e-01 1.111110802162959960e-01 1.111111285722302250e-01 1.111112306202352434e-01 1.111112675005236916e-01 1.111109681894779239e-01 1.111109534171890317e-01 1.111111610357968654e-01
1.111112472822852471e-01 1.111109568732625702e-01 1.111110629878498124e-01 1.111111564394482859e-01 1.111112332265998814e-01 1.111112720971812878e-01 1.111109755565440060e-01 1.111109233830141069e-01 1.111111721538148439e-01
1.111112568890086083e-01 1.111109501656075416e-01 1.111110559875213427e-01 1.111111656663771735e-01 1.111112592805595795e-01 1.111112535398112167e-01 1.111109630471965870e-01 1.111109471114273273e-01 1.111111483124905958e-01
1.111112412157127805e-01 1.111109628324603166e-01 1.111110648830488379e-01 1.111111575012113800e-01 1.111111917709785152e-01 1.111113093678607611e-01 1.111109889269314283e-01 1.111109217451755338e-01 1.111111617566204329e-01
1.111112445233448792e-01 1.111109558280458237e-01 1.111110823283276289e-01 1.111111733132312540e-01 1.111112034647576824e-01 1.111112755068295738e-01 1.111109554133268840e-01 1.111109371869638818e-01 1.111111724351725449e-01
