3.696157063520827402e-02 9.630384293647917815e-01
2.883716627108273353e-02 9.711628337289172075e-01
9.650528244740432804e-01 3.494717552595682369e-02
1.035012632955583933e-01 8.964987367044414679e-01
2.070599972991779558e-01 7.929400027008220997e-01
3.858256509564250182e-03 9.961417434904357160e-01
9.896047521419401027e-01 1.039524785805995451e-02
1.253801016557189521e-02 9.874619898344281221e-01
7.158982816239993496e-02 9.284101718375999956e-01
7.075374978729574542e-03 9.929246250212703240e-01
9.877910501665642107e-01 1.220894983343578585e-02
9.900100803245942549e-01 9.989919675405641020e-03
4.347554743136970907e-04 9.995652445256864027e-01
2.547910604500743751e-03 9.974520893954992307e-01
5.920338809121968894e-03 9.940796611908779834e-01
6.735620487703466476e-03 9.932643795122965136e-01
1.168970063162747819e-01 8.831029936837251348e-01
1.149859585549984839e-02 9.885014041445001620e-01
9.840854149740645429e-01 1.591458502593540852e-02
6.006003505005001741e-02 9.399399649499499132e-01
9.460810757879065114e-02 9.053918924212094321e-01
