9.784493774178414371e-01 2.155062258215859755e-02
9.517494040310668924e-01 4.825059596893307989e-02
9.932625640972818637e-01 6.737435902718053905e-03
9.891993093938145076e-01 1.080069060618554094e-02
9.833763088141662667e-01 1.662369118583387206e-02
9.973603197012600452e-01 2.639680298739878039e-03
9.953935584164188555e-01 4.606441583581112435e-03
9.948341923008044985e-01 5.165807699195457299e-03
9.688405723074108300e-01 3.115942769258927755e-02
9.687741515403938131e-01 3.122584845960629796e-02
9.548727234837922628e-01 4.512727651620764002e-02
9.962833556141656999e-01 3.716644385834222929e-03
9.914902486468845089e-01 8.509751353115468583e-03
9.844969544421114938e-01 1.550304555788849584e-02
9.557318190025114735e-01 4.426818099748845714e-02
9.857876607769769928e-01 1.421233922302294825e-02
9.750724174756238982e-01 2.492758252437607056e-02
9.971427475474681223e-01 2.857252452531992577e-03
9.959648341000688632e-01 4.035165899931058772e-03
9.792109885131141667e-01 2.078901148688585068e-02
9.956235993102210413e-01 4.376400689778903175e-03
