3.333353132057577106e-01 3.333324260197804700e-01 3.333322607744617638e-01
3.333351986192060745e-01 3.333322216402658245e-01 3.333325797405282120e-01
3.333352970599054443e-01 3.333322394999013727e-01 3.333324634401930719e-01
3.333354525460714424e-01 3.333319421105503388e-01 3.333326053433782743e-01
3.333357200339067128e-01 3.333319028667814932e-01 3.333323770993118496e-01
3.333354260354533527e-01 3.333318839717219761e-01 3.333326899928247267e-01
3.333352640192994154e-01 3.333321506940085666e-01 3.333325852866920180e-01
3.333353062857484228e-01 3.333321594208654703e-01 3.333325342933861624e-01
3.333352904703137942e-01 3.333319481677937124e-01 3.333327613618925489e-01
3.333357538304693168e-01 3.333318674159434503e-01 3.333323787535872884e-01
3.333354707546979379e-01 3.333321579811768798e-01 3.333323712641252379e-01
3.333355635063260936e-01 3.333319036531728341e-01 3.333325328405011279e-01
3.333350989863572145e-01 3.333322467091814900e-01 3.333326543044612400e-01
3.333354467984030456e-01 3.333318533290122176e-01 3.333326998725847923e-01
3.333354449301800249e-01 3.333320681682506170e-01 3.333324869015694136e-01
3.333356768285536398e-01 3.333319927328751153e-01 3.333323304385711894e-01
3.333354463527207767e-01 3.333319067624489485e-01 3.333326468848302193e-01
3.333353696345064399e-01 3.333321259497034061e-01 3.333325044157900985e-01
3.333355768598726954e-01 3.333320304772396381e-01 3.333323926628876110e-01
3.333353239071465968e-01 3.333322468528104876e-01 3.333324292400429711e-01
3.333353299218242416e-01 3.333320433464301291e-01 3.333326267317455183e-01
