6.089579323858625992e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.910420676141374563e-01
7.017540830800204077e-01 0.000000000000000000e+00 8.257428056028460334e-03 2.899884888639511216e-01
7.026295005474479938e-01 0.000000000000000000e+00 1.083988491756984578e-02 2.865306145349820754e-01
6.305163226397098031e-01 0.000000000000000000e+00 9.929419738315818297e-03 3.595542576219744046e-01
6.941850314472556294e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.058149685527442596e-01
3.248782387166779251e-01 0.000000000000000000e+00 6.985285310805258718e-02 6.052689081752694600e-01
6.705164382247293942e-01 0.000000000000000000e+00 2.515249104952828330e-03 3.269683126703178955e-01
6.496149511652412611e-01 0.000000000000000000e+00 4.557986375999035708e-03 3.458270624587597153e-01
6.148445431888166501e-01 0.000000000000000000e+00 3.095440139922028800e-04 3.848459127971911031e-01
6.983559333206544872e-01 0.000000000000000000e+00 3.013528294892314253e-03 2.986305383844532479e-01
5.853718986105197475e-01 0.000000000000000000e+00 7.418509724169175361e-03 4.072095916653109549e-01
6.730533461375379778e-01 0.000000000000000000e+00 4.151028380069813912e-04 3.265315510244550246e-01
3.615354300581553049e-01 0.000000000000000000e+00 7.468555313418094588e-02 5.637790168076638464e-01
6.494470185127459994e-01 0.000000000000000000e+00 1.868750823180206216e-02 3.318654732554519593e-01
6.975448946444651188e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.024551053555348812e-01
6.589079858850485083e-01 0.000000000000000000e+00 1.051965356848378122e-02 3.305723605464676584e-01
6.458298602754736217e-01 0.000000000000000000e+00 9.352148930350124428e-03 3.448179907941761879e-01
6.437801495506179084e-01 0.000000000000000000e+00 1.553190694029818811e-02 3.406879435090838237e-01
3.596254320081563871e-01 0.000000000000000000e+00 8.803332710283898188e-02 5.523412408890047143e-01
6.201221420909835969e-01 0.000000000000000000e+00 4.809595316016673609e-03 3.750682625929996905e-01
5.776038498025785062e-01 0.000000000000000000e+00 2.313395735328922093e-03 4.200827544620925336e-01
