4.858951123650174786e-01 0.000000000000000000e+00 1.378456058359562864e-01 3.762592817990261240e-01
4.519579192690478253e-01 0.000000000000000000e+00 1.523416925683037382e-01 3.957003881626484088e-01
4.759883734869365668e-01 0.000000000000000000e+00 1.535475148907138321e-01 3.704641116223496566e-01
4.861098394654355670e-01 0.000000000000000000e+00 1.449642842416106470e-01 3.689258762929537583e-01
4.526691685915306684e-01 0.000000000000000000e+00 1.323127890687662289e-01 4.150180423397030749e-01
4.659908271602113961e-01 0.000000000000000000e+00 1.713236283417439165e-01 3.626855444980446874e-01
4.838892942476093473e-01 0.000000000000000000e+00 1.772306390636157747e-01 3.388800666887748503e-01
4.857893345137751506e-01 0.000000000000000000e+00 1.370224644927967306e-01 3.771882009934282576e-01
4.848522296759113503e-01 0.000000000000000000e+00 1.303640135181990123e-01 3.847837568058896651e-01
4.935875408845600831e-01 0.000000000000000000e+00 1.627807908971814765e-01 3.436316682182584126e-01
4.589244630011692916e-01 0.000000000000000000e+00 1.955767766346604708e-01 3.454987603641702654e-01
4.452855430796871516e-01 0.000000000000000000e+00 1.323305738282684052e-01 4.223838830920444987e-01
4.364519200515339925e-01 0.000000000000000000e+00 1.959858068731973324e-01 3.675622730752686751e-01
4.207424547661702263e-01 0.000000000000000000e+00 1.716353988093407001e-01 4.076221464244890180e-01
4.549825744892438406e-01 0.000000000000000000e+00 1.761550021891701567e-01 3.688624233215860304e-01
4.847558367214268027e-01 0.000000000000000000e+00 1.580235973120395487e-01 3.572205659665337318e-01
4.695185898668031155e-01 0.000000000000000000e+00 1.616690458969954058e-01 3.688123642362014509e-01
4.730743917161365775e-01 0.000000000000000000e+00 1.465628980972910611e-01 3.803627101865724724e-01
4.516493064841097804e-01 0.000000000000000000e+00 1.311023879962744665e-01 4.172483055196158364e-01
4.194742396624461245e-01 0.000000000000000000e+00 1.743686292606805299e-01 4.061571310768732901e-01
4.211423323317183276e-01 0.000000000000000000e+00 1.719498255619721361e-01 4.069078421063095363e-01
