3.333353191565827101e-01 3.333324232624359507e-01 3.333322575809812838e-01
3.333354531520151820e-01 3.333318488410910718e-01 3.333326980068936907e-01
3.333356154383824710e-01 3.333318737725374237e-01 3.333325107890801609e-01
3.333353005170251460e-01 3.333320788167881132e-01 3.333326206661868518e-01
3.333354855800922389e-01 3.333320733282132409e-01 3.333324410916945757e-01
3.333357611187884317e-01 3.333318629769818631e-01 3.333323759042297607e-01
3.333354589251637523e-01 3.333319378952357970e-01 3.333326031796003952e-01
3.333351042982722889e-01 3.333322434032515713e-01 3.333326522984761953e-01
3.333354153485137417e-01 3.333321198557502307e-01 3.333324647957359166e-01
3.333355288546495654e-01 3.333320440701169063e-01 3.333324270752335838e-01
3.333353359226104984e-01 3.333320394397729647e-01 3.333326246376165924e-01
3.333354771815579820e-01 3.333321544154673743e-01 3.333323684029745881e-01
3.333353298914525364e-01 3.333322435580254872e-01 3.333324265505219208e-01
3.333354527108715604e-01 3.333319024491417371e-01 3.333326448399867026e-01
3.333357241756315092e-01 3.333321705508449084e-01 3.333321052735234713e-01
3.333353122222678655e-01 3.333321558637166726e-01 3.333325319140154619e-01
3.333354974528290326e-01 3.333320169691603718e-01 3.333324855780106510e-01
3.333354323294539512e-01 3.333318795842221127e-01 3.333326880863240471e-01
3.333356861045706498e-01 3.333317664829251181e-01 3.333325474125042875e-01
3.333353757598336853e-01 3.333321222920780369e-01 3.333325019480882223e-01
3.333353029584331106e-01 3.333322361806855816e-01 3.333324608608813633e-01
