7.671394066091127284e-01 2.328605933908872438e-01
6.818775419711228247e-01 3.181224580288771198e-01
7.521569787818193076e-01 2.478430212181805814e-01
5.564415650163239135e-01 4.435584349836761420e-01
8.517400206409249108e-01 1.482599793590751169e-01
7.417101173467169906e-01 2.582898826532830094e-01
8.077769964699416105e-01 1.922230035300583340e-01
8.176090867745960944e-01 1.823909132254039611e-01
5.794104974183217349e-01 4.205895025816782096e-01
8.972556844902481732e-01 1.027443155097517713e-01
9.155913022406032553e-01 8.440869775939682795e-02
6.770476770304991732e-01 3.229523229695008824e-01
5.789117774960063079e-01 4.210882225039936366e-01
6.927439286210599345e-01 3.072560713789400100e-01
