1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00
9.968378099862436059e-01 3.162190013756457831e-03
9.614990988596419097e-01 3.850090114035806255e-02
1.000000000000000000e+00 0.000000000000000000e+00
9.861726496257869901e-01 1.382735037421306545e-02
1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00
9.925281564418961811e-01 7.471843558103800735e-03
9.892449533810002693e-01 1.075504661899971161e-02
9.922013658734375463e-01 7.798634126562340937e-03
1.000000000000000000e+00 0.000000000000000000e+00
9.769271465644218111e-01 2.307285343557819932e-02
1.000000000000000000e+00 0.000000000000000000e+00
9.991592385436121049e-01 8.407614563878336488e-04
9.932281063239072338e-01 6.771893676092704574e-03
1.000000000000000000e+00 0.000000000000000000e+00
9.961071584358138775e-01 3.892841564186185800e-03
9.889904254692913899e-01 1.100957453070869861e-02
