9.090917537562283324e-02 9.090899658702453201e-02 9.090904015577636055e-02 9.090910977184694930e-02 9.090916454884839792e-02 9.090916410089588950e-02 9.090899169699634408e-02 9.090899045466345474e-02 9.090913496314674547e-02 9.090906406661646011e-02 9.090916827856207472e-02
9.090917478989521405e-02 9.090899089563311830e-02 9.090905443067587299e-02 9.090909461831372940e-02 9.090917181067174890e-02 9.090917307564778949e-02 9.090899252303477618e-02 9.090897659285189503e-02 9.090914400512853377e-02 9.090904504444516365e-02 9.090918221370204721e-02
9.090918310552807691e-02 9.090899351412175255e-02 9.090905353501101127e-02 9.090911091715557502e-02 9.090916356799076670e-02 9.090916298622428449e-02 9.090899484382336526e-02 9.090898486436527204e-02 9.090911397515541448e-02 9.090905446730991601e-02 9.090918422331470405e-02
9.090919144278362951e-02 9.090898864268279200e-02 9.090906135183776660e-02 9.090909408310338113e-02 9.090916516557975835e-02 9.090917100627091130e-02 9.090900064240287071e-02 9.090898817301963641e-02 9.090911953571997883e-02 9.090904921265081928e-02 9.090917074394841424e-02
9.090919599646264671e-02 9.090897661252017592e-02 9.090904856936220246e-02 9.090911082127028919e-02 9.090915957713571749e-02 9.090916751095479142e-02 9.090897389419097530e-02 9.090900193109691108e-02 9.090914001816560730e-02 9.090905569833525324e-02 9.090916937050531887e-02
9.090918944572846938e-02 9.090898266559893637e-02 9.090906631214241973e-02 9.090910008011413024e-02 9.090917462764422363e-02 9.090915117432009362e-02 9.090899049690086275e-02 9.090899855547210362e-02 9.090912884104278280e-02 9.090905303088783751e-02 9.090916477014823749e-02
9.090918738730764670e-02 9.090899715500040668e-02 9.090907019139950196e-02 9.090908780689813118e-02 9.090916524528953879e-02 9.090917377892600293e-02 9.090898572306127523e-02 9.090900007319047127e-02 9.090912615371052330e-02 9.090904285103476590e-02 9.090916363418168056e-02
9.090919116252195453e-02 9.090899884180442259e-02 9.090906363207024166e-02 9.090909060438617795e-02 9.090914950781364690e-02 9.090917341846180277e-02 9.090897981651517579e-02 9.090900326318107627e-02 9.090912545513181453e-02 9.090904656638283676e-02 9.090917773173090577e-02
9.090918115602551752e-02 9.090898405077282862e-02 9.090906761670114467e-02 9.090909053684874397e-02 9.090916807861039450e-02 9.090916682139187077e-02 9.090898755487485106e-02 9.090900147654598640e-02 9.090911689442812693e-02 9.090906258364885029e-02 9.090917323015158813e-02
9.090921055448430987e-02 9.090898431896504706e-02 9.090905001281117392e-02 9.090909655846973747e-02 9.090916129552598091e-02 9.090916913333874083e-02 9.090899799516681534e-02 9.090899332263700783e-02 9.090909946676430098e-02 9.090906389411607114e-02 9.090917344772064812e-02
9.090919630564647802e-02 9.090900107828640830e-02 9.090906030528024540e-02 9.090909739046673654e-02 9.090916220885374155e-02 9.090916538318283280e-02 9.090899315498977840e-02 9.090898608943663584e-02 9.090911726281176997e-02 9.090905715512723195e-02 9.090916366591816900e-02
9.090920547324617129e-02 9.090899168938110231e-02 9.090906733992901168e-02 9.090909295686588898e-02 9.090915647954228573e-02 9.090915286586866151e-02 9.090898177761536081e-02 9.090900924616311662e-02 9.090912258394534540e-02 9.090905097648363520e-02 9.090916861095948986e-02
9.090916999501284790e-02 9.090899775139577033e-02 9.090906459107626902e-02 9.090909896260485068e-02 9.090917404145097691e-02 9.090915730786403026e-02 9.090899142303107694e-02 9.090899303677618670e-02 9.090913648591687768e-02 9.090904718719521049e-02 9.090916921767595860e-02
9.090919680961401239e-02 9.090898949107659166e-02 9.090907013044265128e-02 9.090908546910918264e-02 9.090916191620324049e-02 9.090917726809298605e-02 9.090898519196255467e-02 9.090898991763141090e-02 9.090911986101898878e-02 9.090905245464914186e-02 9.090917149019908661e-02
9.090918769234099250e-02 9.090899203710788024e-02 9.090904939020004460e-02 9.090909206684677502e-02 9.090916917713257051e-02 9.090916606568687219e-02 9.090898758831354731e-02 9.090897948833966125e-02 9.090913482042591032e-02 9.090906045504788813e-02 9.090918121855781631e-02
9.090919459150478832e-02 9.090898560821782104e-02 9.090905317496379701e-02 9.090910244130183393e-02 9.090916350905961507e-02 9.090917090145596291e-02 9.090899299926899491e-02 9.090900668840223853e-02 9.090911700005400997e-02 9.090905573196138290e-02 9.090915735380944440e-02
9.090919260078714204e-02 9.090899004971593478e-02 9.090906656633591931e-02 9.090908053685085866e-02 9.090916379564063787e-02 9.090916314908809026e-02 9.090898806302730173e-02 9.090900375971712466e-02 9.090911827895435671e-02 9.090905787009875838e-02 9.090917532978397275e-02
9.090918485376997538e-02 9.090899181027124742e-02 9.090905335751596483e-02 9.090909674733027579e-02 9.090916504899552997e-02 9.090916194340566137e-02 9.090899192248005911e-02 9.090898182415894924e-02 9.090912461081071538e-02 9.090905717232439232e-02 9.090919070893736798e-02
9.090919065958913414e-02 9.090898756692407379e-02 9.090904910330795119e-02 9.090910513131489346e-02 9.090918182995226526e-02 9.090915278462087523e-02 9.090898402683356139e-02 9.090899766358616352e-02 9.090911059321882259e-02 9.090906635296620852e-02 9.090917428768609254e-02
9.090917993352205795e-02 9.090899487008484436e-02 9.090905324790529707e-02 9.090909835633503855e-02 9.090913670602354668e-02 9.090918542562145821e-02 9.090900037797636224e-02 9.090898101672119369e-02 9.090911813601801339e-02 9.090907526721533904e-02 9.090917666257683494e-02
9.090918719656013169e-02 9.090899401983390526e-02 9.090906931839058680e-02 9.090911063989903784e-02 9.090914850646747425e-02 9.090916816328876993e-02 9.090898161869223615e-02 9.090899436811858414e-02 9.090912974677539671e-02 9.090904784379005843e-02 9.090916857818381880e-02
