1.428573582701190281e-01 1.428568490485281894e-01 1.428569924416469850e-01 1.428572543873192491e-01 1.428573072716530779e-01 1.428573996626456843e-01 1.428568389180878417e-01
1.428574062853442406e-01 1.428568236453860163e-01 1.428570659834797474e-01 1.428571755259556708e-01 1.428572907985054818e-01 1.428574239126924328e-01 1.428568138486363548e-01
1.428574228516196198e-01 1.428568281805872031e-01 1.428570473822936560e-01 1.428571825821792485e-01 1.428573041558375556e-01 1.428573875072492727e-01 1.428568273402335553e-01
1.428573770476298244e-01 1.428568396657341477e-01 1.428570571746404783e-01 1.428572025436268544e-01 1.428572795716332722e-01 1.428574131869041197e-01 1.428568308098313033e-01
1.428573829425702491e-01 1.428568300154510751e-01 1.428570195837130241e-01 1.428572322531071193e-01 1.428572820215221195e-01 1.428574244745585697e-01 1.428568287090778155e-01
1.428574457841700895e-01 1.428568097557367522e-01 1.428570074728330308e-01 1.428572052032024975e-01 1.428572883990470443e-01 1.428574005000047553e-01 1.428568428850058858e-01
1.428573924436769560e-01 1.428568165753577035e-01 1.428570360980434828e-01 1.428571981641910960e-01 1.428573038437382925e-01 1.428574056574893059e-01 1.428568472175032744e-01
1.428573416904720395e-01 1.428568504098309822e-01 1.428570512257743286e-01 1.428572200306643114e-01 1.428573258397093926e-01 1.428573799024331348e-01 1.428568309011157833e-01
1.428573822168212049e-01 1.428568226630577975e-01 1.428570222128248413e-01 1.428572339741669694e-01 1.428572901535742345e-01 1.428574088779660800e-01 1.428568399015888724e-01
1.428573934520670219e-01 1.428568239415725083e-01 1.428570195629869644e-01 1.428572220797281189e-01 1.428572907876351217e-01 1.428574406749744952e-01 1.428568095010358252e-01
1.428573857051574636e-01 1.428568381067439330e-01 1.428570604804617339e-01 1.428572502543907774e-01 1.428572628464758465e-01 1.428574022119478981e-01 1.428568003948223197e-01
1.428574025262951130e-01 1.428568514096828224e-01 1.428570334052957636e-01 1.428572082850304015e-01 1.428572893786980436e-01 1.428573894894852869e-01 1.428568255055126524e-01
1.428573678875628417e-01 1.428568425811343745e-01 1.428570260225537625e-01 1.428572202624938947e-01 1.428572369259668573e-01 1.428574513476246199e-01 1.428568549726636772e-01
1.428574049034659066e-01 1.428568302899001496e-01 1.428570636227391721e-01 1.428571757627825900e-01 1.428573071713918341e-01 1.428573934270869761e-01 1.428568248226333992e-01
1.428574011163571689e-01 1.428568238317775019e-01 1.428569717721666632e-01 1.428572330952885550e-01 1.428572830927506421e-01 1.428574582905129398e-01 1.428568288011465015e-01
1.428574001040155972e-01 1.428568568312804377e-01 1.428570536819921410e-01 1.428571978890047500e-01 1.428572654052620572e-01 1.428574204295354477e-01 1.428568056589095414e-01
1.428574033954706779e-01 1.428568510505704436e-01 1.428570403010122336e-01 1.428572108342433256e-01 1.428572796143163515e-01 1.428573832378449981e-01 1.428568315665419697e-01
1.428573936275886469e-01 1.428568097404533110e-01 1.428570531870113625e-01 1.428572264483081444e-01 1.428573274648537450e-01 1.428573634507321888e-01 1.428568260810526014e-01
1.428574226486010179e-01 1.428567839845372445e-01 1.428570412244028753e-01 1.428572785330889661e-01 1.428572939575022960e-01 1.428573720647847711e-01 1.428568075870829679e-01
1.428573832175464853e-01 1.428568333485745190e-01 1.428570251327402341e-01 1.428572217608918005e-01 1.428573044916577606e-01 1.428573985310685190e-01 1.428568335175207094e-01
1.428573683026233276e-01 1.428568352756144078e-01 1.428570195111345253e-01 1.428572518883977627e-01 1.428573003765870875e-01 1.428573854821693079e-01 1.428568391634735257e-01
